Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://purl.obolibrary.org/obo/MI_0973	imex source			
http://purl.obolibrary.org/obo/MI_0974	innatedb			
http://purl.obolibrary.org/obo/MI_0975	fc-igg tag			
http://purl.obolibrary.org/obo/MI_0976	total internal reflection fluorescence spectroscopy			
http://purl.obolibrary.org/obo/MI_0977	no-imex-export			
http://purl.obolibrary.org/obo/MI_0978	author-name			
http://purl.obolibrary.org/obo/MI_0979	oxidoreductase assay			
http://purl.obolibrary.org/obo/MI_0980	tag visualisation by enzyme assay			
http://purl.obolibrary.org/obo/MI_0981	tag visualisation by peroxidase activity			
http://purl.obolibrary.org/obo/MI_0982	electrophoretic mobility-based method			
http://purl.obolibrary.org/obo/MI_0983	gemma			
http://purl.obolibrary.org/obo/MI_0984	deamination assay			
http://purl.obolibrary.org/obo/MI_0985	deamination reaction			
http://purl.obolibrary.org/obo/MI_0986	nucleic acid strand elongation reaction			
http://purl.obolibrary.org/obo/MI_0987	rna strand elongation			
http://purl.obolibrary.org/obo/MI_0988	strep tag			
http://purl.obolibrary.org/obo/MI_0989	amidase assay			
http://purl.obolibrary.org/obo/MI_0990	cleavage assay			
http://purl.obolibrary.org/obo/MI_0991	lipoprotein cleavage assay			
http://purl.obolibrary.org/obo/MI_0992	defarnesylase assay			
http://purl.obolibrary.org/obo/MI_0993	degeranylase assay			
http://purl.obolibrary.org/obo/MI_0994	demyristoylase assay			
http://purl.obolibrary.org/obo/MI_0995	depalmitoylase assay			
http://purl.obolibrary.org/obo/MI_0996	deformylase assay			
http://purl.obolibrary.org/obo/MI_0997	ubiquitinase assay			
http://purl.obolibrary.org/obo/MI_0998	deubiquitinase assay			
http://purl.obolibrary.org/obo/MI_0999	formylase assay			
http://purl.obolibrary.org/obo/MI_1000	hydroxylase assay			
http://purl.obolibrary.org/obo/MI_1001	lipidase assay			
http://purl.obolibrary.org/obo/MI_1002	myristoylase assay			
http://purl.obolibrary.org/obo/MI_1003	geranylgeranylase assay			
http://purl.obolibrary.org/obo/MI_1004	palmitoylase assay			
http://purl.obolibrary.org/obo/MI_1005	adp ribosylase assay			
http://purl.obolibrary.org/obo/MI_1006	deglycosylase assay			
http://purl.obolibrary.org/obo/MI_1007	glycosylase assay			
http://purl.obolibrary.org/obo/MI_1008	sumoylase assay			
http://purl.obolibrary.org/obo/MI_1009	desumoylase assay			
http://purl.obolibrary.org/obo/MI_1010	neddylase assay			
http://purl.obolibrary.org/obo/MI_1011	deneddylase assay			
http://purl.obolibrary.org/obo/MI_1012	sbp			
http://purl.obolibrary.org/obo/MI_1013	ensemblgenomes			
http://purl.obolibrary.org/obo/MI_1014	string			
http://purl.obolibrary.org/obo/MI_1015	dictybase			
http://purl.obolibrary.org/obo/MI_1016	fluorescence recovery after photobleaching			
http://purl.obolibrary.org/obo/MI_1017	rna immunoprecipitation			
http://purl.obolibrary.org/obo/MI_1018	deltamass			
http://purl.obolibrary.org/obo/MI_1019	protein phosphatase assay			
http://purl.obolibrary.org/obo/MI_1020	hilyte fluor 488			
http://purl.obolibrary.org/obo/MI_1021	qx 520			
http://purl.obolibrary.org/obo/MI_1022	field flow fractionation			
http://purl.obolibrary.org/obo/MI_1023	luminogreen			
http://purl.obolibrary.org/obo/MI_1024	scanning electron microscopy			
http://purl.obolibrary.org/obo/MI_1025	unimod			
http://purl.obolibrary.org/obo/MI_1026	diphtamidase assay			
http://purl.obolibrary.org/obo/MI_1027	diphtamidation reaction			
http://purl.obolibrary.org/obo/MI_1028	modified chromatin immunoprecipitation			
http://purl.obolibrary.org/obo/MI_1029	proteomics of isolated chromatin segments			
http://purl.obolibrary.org/obo/MI_1030	excimer fluorescence			
http://purl.obolibrary.org/obo/MI_1031	protein folding/unfolding			
http://purl.obolibrary.org/obo/MI_1032	atto 488			
http://purl.obolibrary.org/obo/MI_1033	atto 550			
http://purl.obolibrary.org/obo/MI_1034	nuclease assay			
http://purl.obolibrary.org/obo/MI_1035	deoxyribonuclease assay			
http://purl.obolibrary.org/obo/MI_1036	nucleotide exchange assay			
http://purl.obolibrary.org/obo/MI_1037	Split renilla luciferase complementation			
http://purl.obolibrary.org/obo/MI_1038	silicon nanowire field-effect transistor			
http://purl.obolibrary.org/obo/MI_1039	c-terminal range			
http://purl.obolibrary.org/obo/MI_1040	n-terminal range			
http://purl.obolibrary.org/obo/MI_1041	synonym			
http://purl.obolibrary.org/obo/MI_1042	pubmed central			
http://purl.obolibrary.org/obo/MI_1043	flannotator			
http://purl.obolibrary.org/obo/MI_1044	rice genome annotation project			
http://purl.obolibrary.org/obo/MI_1045	curation content			
http://purl.obolibrary.org/obo/MI_1046	interacting molecules			
http://purl.obolibrary.org/obo/MI_1047	protein-protein			
http://purl.obolibrary.org/obo/MI_1048	smallmolecule-protein			
http://purl.obolibrary.org/obo/MI_1049	nucleicacid-protein			
http://purl.obolibrary.org/obo/MI_1050	interaction representation			
http://purl.obolibrary.org/obo/MI_1051	evidence			
http://purl.obolibrary.org/obo/MI_1052	clustered			
http://purl.obolibrary.org/obo/MI_1053	data source			
http://purl.obolibrary.org/obo/MI_1054	experimentally-observed			
http://purl.obolibrary.org/obo/MI_1055	internally-curated			
http://purl.obolibrary.org/obo/MI_1056	text-mining			
http://purl.obolibrary.org/obo/MI_1057	predicted			
http://purl.obolibrary.org/obo/MI_1058	imported			
http://purl.obolibrary.org/obo/MI_1059	complex expansion			
http://purl.obolibrary.org/obo/MI_1060	spoke expansion			
http://purl.obolibrary.org/obo/MI_1061	matrix expansion			
http://purl.obolibrary.org/obo/MI_1062	bipartite expansion			
http://purl.obolibrary.org/obo/MI_1063	consensuspathdb			
http://purl.obolibrary.org/obo/MI_1064	interaction confidence			
http://purl.obolibrary.org/obo/MI_1065	replication-based confidence			
http://purl.obolibrary.org/obo/MI_1066	structure-based confidence			
http://purl.obolibrary.org/obo/MI_1067	function-based confidence			
http://purl.obolibrary.org/obo/MI_1068	location-based confidence			
http://purl.obolibrary.org/obo/MI_1069	network-based confidence			
http://purl.obolibrary.org/obo/MI_1070	standard-based confidence			
http://purl.obolibrary.org/obo/MI_1071	literature-based confidence			
http://purl.obolibrary.org/obo/MI_1072	method-based confidence			
http://purl.obolibrary.org/obo/MI_1073	statistical-based confidence			
http://purl.obolibrary.org/obo/MI_1074	rgs-his tag			
http://purl.obolibrary.org/obo/MI_1075	beilstein			
http://purl.obolibrary.org/obo/MI_1076	einecs			
http://purl.obolibrary.org/obo/MI_1077	merck index			
http://purl.obolibrary.org/obo/MI_1078	plantgdb			
http://purl.obolibrary.org/obo/MI_1079	ratmap			
http://purl.obolibrary.org/obo/MI_1080	tair			
http://purl.obolibrary.org/obo/MI_1081	tigr/jcvi			
http://purl.obolibrary.org/obo/MI_1082	zfin			
http://purl.obolibrary.org/obo/MI_1083	cog			
http://purl.obolibrary.org/obo/MI_1084	photon donor			
http://purl.obolibrary.org/obo/MI_1085	photon acceptor			
http://purl.obolibrary.org/obo/MI_1086	equilibrium dialysis			
http://purl.obolibrary.org/obo/MI_1087	monoclonal antibody blockade			
http://purl.obolibrary.org/obo/MI_1088	phenotype-based detection assay			
http://purl.obolibrary.org/obo/MI_1089	nuclear translocation assay			
http://purl.obolibrary.org/obo/MI_1090	bimane label			
http://purl.obolibrary.org/obo/MI_1091	publication title			
http://purl.obolibrary.org/obo/MI_1092	atto label			
http://purl.obolibrary.org/obo/MI_1093	bibliographic attribute name			
http://purl.obolibrary.org/obo/MI_1094	genome databases			
http://purl.obolibrary.org/obo/MI_1095	hgnc			
http://purl.obolibrary.org/obo/MI_1096	protein sequence databases			
http://purl.obolibrary.org/obo/MI_1097	uniprot			
http://purl.obolibrary.org/obo/MI_1098	uniprot/swiss-prot			
http://purl.obolibrary.org/obo/MI_1099	uniprot/trembl			
http://purl.obolibrary.org/obo/MI_1100	bioactive entity			
http://purl.obolibrary.org/obo/MI_1101	standard inchi key			
http://purl.obolibrary.org/obo/MI_1102	mapped-identity			
http://purl.obolibrary.org/obo/MI_1103	solution state nmr			
http://purl.obolibrary.org/obo/MI_1104	solid state nmr			
http://purl.obolibrary.org/obo/MI_1105	biocyc			
http://purl.obolibrary.org/obo/MI_1106	pathways database			
http://purl.obolibrary.org/obo/MI_1107	pid			
http://purl.obolibrary.org/obo/MI_1108	biocarta			
http://purl.obolibrary.org/obo/MI_1109	gene database			
http://purl.obolibrary.org/obo/MI_1110	predicted interaction			
http://purl.obolibrary.org/obo/MI_1111	two hybrid bait or prey pooling approach			
http://purl.obolibrary.org/obo/MI_1112	two hybrid prey pooling approach			
http://purl.obolibrary.org/obo/MI_1113	two hybrid bait and prey pooling approach			
http://purl.obolibrary.org/obo/MI_1114	virhostnet			
http://purl.obolibrary.org/obo/MI_1115	spike			
http://purl.obolibrary.org/obo/MI_1116	genemania			
http://purl.obolibrary.org/obo/MI_1117	topfind			
http://purl.obolibrary.org/obo/MI_1118	enhanced yellow fluorescent protein tag			
http://purl.obolibrary.org/obo/MI_1119	nYFP			
http://purl.obolibrary.org/obo/MI_1120	cYFP			
http://purl.obolibrary.org/obo/MI_1121	ceYFP			
http://purl.obolibrary.org/obo/MI_1122	neYFP			
http://purl.obolibrary.org/obo/MI_1123	bindingdb			
http://purl.obolibrary.org/obo/MI_1124	pathwaycommons			
http://purl.obolibrary.org/obo/MI_1125	direct binding region			
http://purl.obolibrary.org/obo/MI_1126	self interaction			
http://purl.obolibrary.org/obo/MI_1127	putative self interaction			
http://purl.obolibrary.org/obo/MI_1128	mutation disrupting interaction strength			
http://purl.obolibrary.org/obo/MI_1129	mutation disrupting interaction rate			
http://purl.obolibrary.org/obo/MI_1130	mutation decreasing interaction rate			
http://purl.obolibrary.org/obo/MI_1131	mutation increasing interaction rate			
http://purl.obolibrary.org/obo/MI_1132	mutation increasing interaction strength			
http://purl.obolibrary.org/obo/MI_1133	mutation decreasing interaction strength			
http://purl.obolibrary.org/obo/MI_1134	mcherry fluorescent protein tag			
http://purl.obolibrary.org/obo/MI_1135	venus fluorescent protein tag			
http://purl.obolibrary.org/obo/MI_1136	kusabira-green protein tag			
http://purl.obolibrary.org/obo/MI_1137	carboxylation assay			
http://purl.obolibrary.org/obo/MI_1138	decarboxylation assay			
http://purl.obolibrary.org/obo/MI_1139	carboxylation reaction			
http://purl.obolibrary.org/obo/MI_1140	decarboxylation reaction			
http://purl.obolibrary.org/obo/MI_1141	s tag			
http://purl.obolibrary.org/obo/MI_1142	aminoacylation assay			
http://purl.obolibrary.org/obo/MI_1143	aminoacylation reaction			
http://purl.obolibrary.org/obo/MI_1144	protein a tag visualisation			
http://purl.obolibrary.org/obo/MI_1145	phospholipase assay			
http://purl.obolibrary.org/obo/MI_1146	phospholipase reaction			
http://purl.obolibrary.org/obo/MI_1147	ampylation assay			
http://purl.obolibrary.org/obo/MI_1148	ampylation reaction			
http://purl.obolibrary.org/obo/MI_1149	cooperative interaction			
http://purl.obolibrary.org/obo/MI_1150	affected interaction			
http://purl.obolibrary.org/obo/MI_1151	participant-ref			
http://purl.obolibrary.org/obo/MI_1152	cooperative effect value			
http://purl.obolibrary.org/obo/MI_1153	cooperative effect outcome			
http://purl.obolibrary.org/obo/MI_1154	positive cooperative effect			
http://purl.obolibrary.org/obo/MI_1155	negative cooperative effect			
http://purl.obolibrary.org/obo/MI_1156	cooperative mechanism			
http://purl.obolibrary.org/obo/MI_1157	allostery			
http://purl.obolibrary.org/obo/MI_1158	pre-assembly			
http://purl.obolibrary.org/obo/MI_1159	allosteric molecule			
http://purl.obolibrary.org/obo/MI_1160	allosteric effector			
http://purl.obolibrary.org/obo/MI_1161	allosteric response			
http://purl.obolibrary.org/obo/MI_1162	allosteric k-type response			
http://purl.obolibrary.org/obo/MI_1163	allosteric v-type response			
http://purl.obolibrary.org/obo/MI_1164	allosteric mechanism			
http://purl.obolibrary.org/obo/MI_1165	allosteric change in structure			
http://purl.obolibrary.org/obo/MI_1166	allosteric change in dynamics			
http://purl.obolibrary.org/obo/MI_1167	allostery type			
http://purl.obolibrary.org/obo/MI_1168	heterotropic allostery			
http://purl.obolibrary.org/obo/MI_1169	homotropic allostery			
http://purl.obolibrary.org/obo/MI_1170	pre-assembly response			
http://purl.obolibrary.org/obo/MI_1171	composite binding site formation			
http://purl.obolibrary.org/obo/MI_1172	altered physicochemical compatibility			
http://purl.obolibrary.org/obo/MI_1173	binding site hiding			
http://purl.obolibrary.org/obo/MI_1174	configurational pre-organization			
http://purl.obolibrary.org/obo/MI_1175	allosteric post-translational modification			
http://purl.obolibrary.org/obo/MI_1176	sequence based prediction of gene regulatory region binding sites			
http://purl.obolibrary.org/obo/MI_1177	phylogenetic profiling of predicted gene regulatory region binding sites			
http://purl.obolibrary.org/obo/MI_1178	sequence based prediction of binding of transcription factor to transcribed gene regulatory elements			
http://purl.obolibrary.org/obo/MI_1179	partial nucleotide sequence identification			
http://purl.obolibrary.org/obo/MI_1180	partial DNA sequence identification			
http://purl.obolibrary.org/obo/MI_1181	paired end tags sequence identification			
http://purl.obolibrary.org/obo/MI_1182	full identification by RNA sequencing			
http://purl.obolibrary.org/obo/MI_1183	nuclease footprinting			
http://purl.obolibrary.org/obo/MI_1184	dna adenine methyltransferase identification			
http://purl.obolibrary.org/obo/MI_1185	tag visualisation by dna adenine methyltransferase			
http://purl.obolibrary.org/obo/MI_1186	dna methyltransferase tag			
http://purl.obolibrary.org/obo/MI_1187	damip			
http://purl.obolibrary.org/obo/MI_1188	tag visualisation by mutated dna adenine methyltransferase			
http://purl.obolibrary.org/obo/MI_1189	methylation interference assay			
http://purl.obolibrary.org/obo/MI_1190	hydroxy radical footprinting			
http://purl.obolibrary.org/obo/MI_1191	ultraviolet (uv) footprinting			
http://purl.obolibrary.org/obo/MI_1192	antisense oligonucleotides			
http://purl.obolibrary.org/obo/MI_1193	partial RNA sequence identification			
http://purl.obolibrary.org/obo/MI_1194	reverse transcription pcr			
http://purl.obolibrary.org/obo/MI_1195	quantitative pcr			
http://purl.obolibrary.org/obo/MI_1196	quantitative reverse transcription pcr			
http://purl.obolibrary.org/obo/MI_1197	radioimmunoassay			
http://purl.obolibrary.org/obo/MI_1198	immunohistochemistry			
http://purl.obolibrary.org/obo/MI_1199	anti-tag immunohistochemistry			
http://purl.obolibrary.org/obo/MI_1200	immunocytochemistry			
http://purl.obolibrary.org/obo/MI_1201	anti-tag immunocytochemistry			
http://purl.obolibrary.org/obo/MI_1202	one-strep-tag			
http://purl.obolibrary.org/obo/MI_1203	split luciferase complementation			
http://purl.obolibrary.org/obo/MI_1204	split firefly luciferase complementation			
http://purl.obolibrary.org/obo/MI_1205	luciferase tag			
http://purl.obolibrary.org/obo/MI_1206	renilla-n			
http://purl.obolibrary.org/obo/MI_1207	renilla-c			
http://purl.obolibrary.org/obo/MI_1208	firefly luciferase protein tag			
http://purl.obolibrary.org/obo/MI_1209	firefly-c			
http://purl.obolibrary.org/obo/MI_1210	firefly-n			
http://purl.obolibrary.org/obo/MI_1211	liposome binding assay			
http://purl.obolibrary.org/obo/MI_1212	checksum			
http://purl.obolibrary.org/obo/MI_1213	n-venus			
http://purl.obolibrary.org/obo/MI_1214	c-venus			
http://purl.obolibrary.org/obo/MI_1215	bifc tag			
http://purl.obolibrary.org/obo/MI_1216	cGFP			
http://purl.obolibrary.org/obo/MI_1217	nGFP			
http://purl.obolibrary.org/obo/MI_1218	chromosome conformation capture assay			
http://purl.obolibrary.org/obo/MI_1219	enzyme-mediated activation of radical sources			
http://purl.obolibrary.org/obo/MI_1220	tag visualisation by luciferase assay			
http://purl.obolibrary.org/obo/MI_1221	author-based confidence			
http://purl.obolibrary.org/obo/MI_1222	mbinfo			
http://purl.obolibrary.org/obo/MI_1223	ptm decreasing an interaction			
http://purl.obolibrary.org/obo/MI_1224	ptm increasing an interaction			
http://purl.obolibrary.org/obo/MI_1225	ptm disrupting an interaction			
http://purl.obolibrary.org/obo/MI_1226	ampylation assay			
http://purl.obolibrary.org/obo/MI_1227	lap tag			
http://purl.obolibrary.org/obo/MI_1228	pyo tag			
http://purl.obolibrary.org/obo/MI_1229	uridylation assay			
http://purl.obolibrary.org/obo/MI_1230	uridylation reaction			
http://purl.obolibrary.org/obo/MI_1231	aminomethylcoumarin label			
http://purl.obolibrary.org/obo/MI_1232	aggregation assay			
http://purl.obolibrary.org/obo/MI_1233	resulting-cleavage			
http://purl.obolibrary.org/obo/MI_1234	silac			
http://purl.obolibrary.org/obo/MI_1235	thermal shift binding			
http://purl.obolibrary.org/obo/MI_1236	proline isomerase assay			
http://purl.obolibrary.org/obo/MI_1237	proline isomerization  reaction			
http://purl.obolibrary.org/obo/MI_1238	mass spectrometry studies of subunit exchange			
http://purl.obolibrary.org/obo/MI_1239	amino-acid variant			
http://purl.obolibrary.org/obo/MI_1240	disease causing amino-acid variant			
http://purl.obolibrary.org/obo/MI_1241	variant	y	Sequence variant	
http://purl.obolibrary.org/obo/MI_1242	fc-igg1			
http://purl.obolibrary.org/obo/MI_1243	fc-igg2			
http://purl.obolibrary.org/obo/MI_1244	mkate2			
http://purl.obolibrary.org/obo/MI_1245	mkate			
http://purl.obolibrary.org/obo/MI_1246	ion mobility mass spectrometry of complexes			
http://purl.obolibrary.org/obo/MI_1247	microscale thermophoresis			
http://purl.obolibrary.org/obo/MI_1248	bodipy label			
http://purl.obolibrary.org/obo/MI_1249	isomerase assay			
http://purl.obolibrary.org/obo/MI_1250	isomerase reaction			
http://purl.obolibrary.org/obo/MI_1251	methylmalonyl-CoA isomerase reaction			
http://purl.obolibrary.org/obo/MI_1252	methylmalonyl-CoA isomerase asf say			
http://purl.obolibrary.org/obo/MI_1253	atto 532			
http://purl.obolibrary.org/obo/MI_1254	atto 647			
http://purl.obolibrary.org/obo/MI_1255	stilbene label			
http://purl.obolibrary.org/obo/MI_1256	luminscent dye label			
http://purl.obolibrary.org/obo/MI_1257	rhodamine label			
http://purl.obolibrary.org/obo/MI_1258	tetramethyl rhodamine label			
http://purl.obolibrary.org/obo/MI_1259	acrylodan label			
http://purl.obolibrary.org/obo/MI_1260	pyrene label			
http://purl.obolibrary.org/obo/MI_1261	oregon green label			
http://purl.obolibrary.org/obo/MI_1262	iid			
http://purl.obolibrary.org/obo/MI_1263	molecular connections			
http://purl.obolibrary.org/obo/MI_1264	ntnu			
http://purl.obolibrary.org/obo/MI_1265	ubiquitin reconstruction tag			
http://purl.obolibrary.org/obo/MI_1266	cub			
http://purl.obolibrary.org/obo/MI_1267	nub			
http://purl.obolibrary.org/obo/MI_1268	nubg			
http://purl.obolibrary.org/obo/MI_1269	duplicated protein			
http://purl.obolibrary.org/obo/MI_1270	xpress tag			
http://purl.obolibrary.org/obo/MI_1271	enhancement			
http://purl.obolibrary.org/obo/MI_1272	positive epistasis			
http://purl.obolibrary.org/obo/MI_1273	maximal epistasis			
http://purl.obolibrary.org/obo/MI_1274	minimal epistasis			
http://purl.obolibrary.org/obo/MI_1275	neutral epistasis			
http://purl.obolibrary.org/obo/MI_1276	opposing epistasis			
http://purl.obolibrary.org/obo/MI_1277	qualitative epistasis			
http://purl.obolibrary.org/obo/MI_1278	mutual enhancement			
http://purl.obolibrary.org/obo/MI_1279	unilateral enhancement			
http://purl.obolibrary.org/obo/MI_1280	mutual suppression			
http://purl.obolibrary.org/obo/MI_1281	mutual suppression (complete)			
http://purl.obolibrary.org/obo/MI_1282	mutual suppression (partial)			
http://purl.obolibrary.org/obo/MI_1283	suppression-enhancement			
http://purl.obolibrary.org/obo/MI_1284	quantitative epistasis			
http://purl.obolibrary.org/obo/MI_1285	opposing epistasis			
http://purl.obolibrary.org/obo/MI_1286	over-suppression			
http://purl.obolibrary.org/obo/MI_1287	mutual over-suppression			
http://purl.obolibrary.org/obo/MI_1288	over-suppression-enhancement			
http://purl.obolibrary.org/obo/MI_1289	phenotype bias			
http://purl.obolibrary.org/obo/MI_1290	suppression (complete)			
http://purl.obolibrary.org/obo/MI_1291	suppression (partial)			
http://purl.obolibrary.org/obo/MI_1292	unilateral suppression			
http://purl.obolibrary.org/obo/MI_1293	unilateral suppression (complete)			
http://purl.obolibrary.org/obo/MI_1294	unilateral suppression (partial)			
http://purl.obolibrary.org/obo/MI_1295	unilateral over-suppression			
http://purl.obolibrary.org/obo/MI_1296	amino acid analysis			
http://purl.obolibrary.org/obo/MI_1297	phosphoamino acid analysis			
http://purl.obolibrary.org/obo/MI_1298	complex type			
http://purl.obolibrary.org/obo/MI_1299	complex composition			
http://purl.obolibrary.org/obo/MI_1300	obligate complex			
http://purl.obolibrary.org/obo/MI_1301	non-obligate complex			
http://purl.obolibrary.org/obo/MI_1302	stable complex			
http://purl.obolibrary.org/obo/MI_1303	transient complex			
http://purl.obolibrary.org/obo/MI_1304	molecule set			
http://purl.obolibrary.org/obo/MI_1305	candidate set			
http://purl.obolibrary.org/obo/MI_1306	open set			
http://purl.obolibrary.org/obo/MI_1307	defined set			
http://purl.obolibrary.org/obo/MI_1308	resulting sequence			
http://purl.obolibrary.org/obo/MI_1309	de-ADP-ribosylation assay			
http://purl.obolibrary.org/obo/MI_1310	de-ADP-ribosylation reaction			
http://purl.obolibrary.org/obo/MI_1311	differential scanning calorimetry			
http://purl.obolibrary.org/obo/MI_1312	aut-page			
http://purl.obolibrary.org/obo/MI_1313	proximity labelling technology			
http://purl.obolibrary.org/obo/MI_1314	proximity-dependent biotin identification			
http://purl.obolibrary.org/obo/MI_1315	complex recommended name			
http://purl.obolibrary.org/obo/MI_1316	complex systematic name			
http://purl.obolibrary.org/obo/MI_1317	eukaryotic linear motif resource			
http://purl.obolibrary.org/obo/MI_1318	sulfate donor			
http://purl.obolibrary.org/obo/MI_1319	sulfate acceptor			
http://purl.obolibrary.org/obo/MI_1320	membrane yeast two hybrid			
http://purl.obolibrary.org/obo/MI_1321	ire1 reconstruction			
http://purl.obolibrary.org/obo/MI_1322	atto 465			
http://purl.obolibrary.org/obo/MI_1323	tag visualisation by alkaline phosphatase activity			
http://purl.obolibrary.org/obo/MI_1324	conditioned medium			
http://purl.obolibrary.org/obo/MI_1325	sulfurtransferase assay			
http://purl.obolibrary.org/obo/MI_1326	CLONE OF phosphotransfer reaction			
http://purl.obolibrary.org/obo/MI_1327	sulfurtransfer reaction			
http://purl.obolibrary.org/obo/MI_1328	coumarin label			
http://purl.obolibrary.org/obo/MI_1329	cpm			
http://purl.obolibrary.org/obo/MI_1330	dnp			
http://purl.obolibrary.org/obo/MI_1331	evidence ontology			
http://purl.obolibrary.org/obo/MI_1332	bhf-ucl			
http://purl.obolibrary.org/obo/MI_1333	rogid			
http://purl.obolibrary.org/obo/MI_1334	rigid			
http://purl.obolibrary.org/obo/MI_1335	hpidb			
http://purl.obolibrary.org/obo/MI_1336	experiment database			
http://purl.obolibrary.org/obo/MI_1337	efo			
http://purl.obolibrary.org/obo/MI_1338	eef tag			
http://purl.obolibrary.org/obo/MI_1339	supercharged green fluorescent protein			
http://purl.obolibrary.org/obo/MI_1340	human orfeome collection			
http://purl.obolibrary.org/obo/MI_1341	set member			
http://purl.obolibrary.org/obo/MI_1342	qcmd			
http://purl.obolibrary.org/obo/MI_1343	enzyme regulator			
http://purl.obolibrary.org/obo/MI_1344	erythrosin iodoacetamide label			
http://purl.obolibrary.org/obo/MI_1345	rho tag			
http://purl.obolibrary.org/obo/MI_1346	bmrb			
http://purl.obolibrary.org/obo/MI_1347	protein ontology			
http://purl.obolibrary.org/obo/MI_1348	chembl target			
http://purl.obolibrary.org/obo/MI_1349	chembl			
http://purl.obolibrary.org/obo/MI_1350	orphanet			
http://purl.obolibrary.org/obo/MI_1351	inferred-from			
http://purl.obolibrary.org/obo/MI_1352	uracil interference assay			
http://purl.obolibrary.org/obo/MI_1353	au5 tag			
http://purl.obolibrary.org/obo/MI_1354	lipase assay			
http://purl.obolibrary.org/obo/MI_1355	lipid cleavage			
http://purl.obolibrary.org/obo/MI_1356	validated two hybrid			
http://purl.obolibrary.org/obo/MI_1357	RNAcentral			
http://purl.obolibrary.org/obo/MI_2002	drugbank			
http://purl.obolibrary.org/obo/MI_2003	commercial name			
http://purl.obolibrary.org/obo/MI_2004	drug brand name			
http://purl.obolibrary.org/obo/MI_2005	drug mixture brand name			
http://purl.obolibrary.org/obo/MI_2006	biotech product preparation			
http://purl.obolibrary.org/obo/MI_2007	iupac name			
http://purl.obolibrary.org/obo/MI_2008	chemical formula			
http://purl.obolibrary.org/obo/MI_2009	chemical structure			
http://purl.obolibrary.org/obo/MI_2010	standard inchi			
http://purl.obolibrary.org/obo/MI_2011	cas registry number			
http://purl.obolibrary.org/obo/MI_2012	kegg compound			
http://purl.obolibrary.org/obo/MI_2013	pubchem			
http://purl.obolibrary.org/obo/MI_2015	pharmgkb			
http://purl.obolibrary.org/obo/MI_2016	bind smid			
http://purl.obolibrary.org/obo/MI_2017	heterogen			
http://purl.obolibrary.org/obo/MI_2020	canadian drug identification number			
http://purl.obolibrary.org/obo/MI_2021	rxlist link			
http://purl.obolibrary.org/obo/MI_2023	material safety data sheet			
http://purl.obolibrary.org/obo/MI_2024	patent number			
http://purl.obolibrary.org/obo/MI_2025	molecular weight	y	Molecular weight	
http://purl.obolibrary.org/obo/MI_2026	melting point			
http://purl.obolibrary.org/obo/MI_2027	water solubility			
http://purl.obolibrary.org/obo/MI_2029	logp			
http://purl.obolibrary.org/obo/MI_2030	isoelectric point	y	Isoelectric point	
http://purl.obolibrary.org/obo/MI_2033	hydrophobicity			
http://purl.obolibrary.org/obo/MI_2036	boiling point			
http://purl.obolibrary.org/obo/MI_2039	smiles string			
http://purl.obolibrary.org/obo/MI_2040	drug type			
http://purl.obolibrary.org/obo/MI_2041	drug category			
http://purl.obolibrary.org/obo/MI_2042	disease indication			
http://purl.obolibrary.org/obo/MI_2043	pharmacology			
http://purl.obolibrary.org/obo/MI_2044	mechanism of action			
http://purl.obolibrary.org/obo/MI_2045	drug absorption			
http://purl.obolibrary.org/obo/MI_2046	lethal dose 50			
http://purl.obolibrary.org/obo/MI_2047	percentage of plasma protein binding			
http://purl.obolibrary.org/obo/MI_2048	drug biotransformation			
http://purl.obolibrary.org/obo/MI_2049	elimination half life			
http://purl.obolibrary.org/obo/MI_2050	dosage form			
http://purl.obolibrary.org/obo/MI_2051	patient information			
http://purl.obolibrary.org/obo/MI_2053	contraindications			
http://purl.obolibrary.org/obo/MI_2054	bioactive entity reference			
http://purl.obolibrary.org/obo/MI_2055	chemical stability			
http://purl.obolibrary.org/obo/MI_2064	solubility			
http://purl.obolibrary.org/obo/MI_2084	organisms affected			
http://purl.obolibrary.org/obo/MI_2086	physicochemical attribute name			
http://purl.obolibrary.org/obo/MI_2089	bioactive entity attribute name			
http://purl.obolibrary.org/obo/MI_2091	structure representation attribute name			
http://purl.obolibrary.org/obo/MI_2097	anti-convulsant			
http://purl.obolibrary.org/obo/MI_2098	anti-bacterial			
http://purl.obolibrary.org/obo/MI_2099	fda approved drug			
http://purl.obolibrary.org/obo/MI_2100	experimental drug			
http://purl.obolibrary.org/obo/MI_2101	biotech drug			
http://purl.obolibrary.org/obo/MI_2102	nutraceutical drug			
http://purl.obolibrary.org/obo/MI_2105	pka			
http://purl.obolibrary.org/obo/MI_2106	degree of ionisation ph 7.4			
http://purl.obolibrary.org/obo/MI_2107	logd			
http://purl.obolibrary.org/obo/MI_2108	solubility ph 7.4			
http://purl.obolibrary.org/obo/MI_2109	solubility in dmso			
http://purl.obolibrary.org/obo/MI_2111	diffusion coefficient			
http://purl.obolibrary.org/obo/MI_2112	chemical stability at pH 2			
http://purl.obolibrary.org/obo/MI_2113	dissolution profile			
http://purl.obolibrary.org/obo/MI_2115	pharmacokinetics attribute name			
http://purl.obolibrary.org/obo/MI_2116	cell permeability			
